-1.18182 -1.78896  1.8 
-1.1834 -1.78788  1.8 
-1.23912 -1.72727  1.8 
-1.24242 -1.71995  1.8 
-1.26146 -1.66667  1.8 
-1.26644 -1.60606  1.8 
-1.25943 -1.54545  1.8 
-1.24319 -1.48485  1.8 
-1.24242 -1.483  1.8 
-1.21997 -1.42424  1.8 
-1.19084 -1.36364  1.8 
-1.18182 -1.34816  1.8 
-1.15704 -1.30303  1.8 
-1.12121 -1.24522  1.8 
-1.11953 -1.24242  1.8 
-1.07914 -1.18182  1.8 
-1.06061 -1.15556  1.8 
-1.03641 -1.12121  1.8 
-1 -1.07102  1.8 
-0.992218 -1.06061  1.8 
-0.9466 -1  1.8 
-0.939394 -0.990262  1.8 
-0.899183 -0.939394  1.8 
-0.878788 -0.912525  1.8 
-0.850243 -0.878788  1.8 
-0.818182 -0.838652  1.8 
-0.798955 -0.818182  1.8 
-0.757576 -0.770895  1.8 
-0.742847 -0.757576  1.8 
-0.69697 -0.712603  1.8 
-0.674487 -0.69697  1.8 
-0.636364 -0.667992  1.8 
-0.575758 -0.641572  1.8 
-0.520676 -0.636364  1.8 
-0.515152 -0.635782  1.8 
-0.513048 -0.636364  1.8 
-0.454545 -0.652497  1.8 
-0.393939 -0.693816  1.8 
-0.39092 -0.69697  1.8 
-0.334761 -0.757576  1.8 
-0.333333 -0.75918  1.8 
-0.292315 -0.818182  1.8 
-0.272727 -0.848336  1.8 
-0.25555 -0.878788  1.8 
-0.224057 -0.939394  1.8 
-0.212121 -0.965327  1.8 
-0.197079 -1  1.8 
-0.175479 -1.06061  1.8 
-0.160348 -1.12121  1.8 
-0.153067 -1.18182  1.8 
-0.155065 -1.24242  1.8 
-0.167712 -1.30303  1.8 
-0.192236 -1.36364  1.8 
-0.212121 -1.39565  1.8 
-0.229428 -1.42424  1.8 
-0.272727 -1.47674  1.8 
-0.279439 -1.48485  1.8 
-0.333333 -1.53644  1.8 
-0.343005 -1.54545  1.8 
-0.393939 -1.58548  1.8 
-0.421205 -1.60606  1.8 
-0.454545 -1.62838  1.8 
-0.514518 -1.66667  1.8 
-0.515152 -1.66704  1.8 
-0.575758 -1.69992  1.8 
-0.629678 -1.72727  1.8 
-0.636364 -1.73057  1.8 
-0.69697 -1.75671  1.8 
-0.757576 -1.78024  1.8 
-0.78153 -1.78788  1.8 
-0.818182 -1.79983  1.8 
-0.878788 -1.81525  1.8 
-0.939394 -1.8262  1.8 
-1 -1.83151  1.8 
-1.06061 -1.82934  1.8 
-1.12121 -1.81678  1.8 
-1.18182 -1.78896  1.8 
