-0.212121  0.0918204  1.8 
-0.21859  0.0909091  1.8 
-0.272727  0.0815008  1.8 
-0.333333  0.0738141  1.8 
-0.393939  0.0704421  1.8 
-0.454545  0.0730189  1.8 
-0.515152  0.0831604  1.8 
-0.540365  0.0909091  1.8 
-0.575758  0.100134  1.8 
-0.636364  0.12368  1.8 
-0.689563  0.151515  1.8 
-0.69697  0.154972  1.8 
-0.757576  0.189451  1.8 
-0.791509  0.212121  1.8 
-0.818182  0.228821  1.8 
-0.878788  0.271568  1.8 
-0.880321  0.272727  1.8 
-0.939394  0.316647  1.8 
-0.960582  0.333333  1.8 
-1  0.365157  1.8 
-1.03445  0.393939  1.8 
-1.06061  0.417262  1.8 
-1.10187  0.454545  1.8 
-1.12121  0.473944  1.8 
-1.16257  0.515152  1.8 
-1.18182  0.537299  1.8 
-1.21611  0.575758  1.8 
-1.24242  0.611256  1.8 
-1.26188  0.636364  1.8 
-1.29937  0.69697  1.8 
-1.30303  0.70469  1.8 
-1.32999  0.757576  1.8 
-1.35195  0.818182  1.8 
-1.36364  0.868725  1.8 
-1.36622  0.878788  1.8 
-1.37377  0.939394  1.8 
-1.37387  1  1.8 
-1.36672  1.06061  1.8 
-1.36364  1.07398  1.8 
-1.35324  1.12121  1.8 
-1.33291  1.18182  1.8 
-1.30471  1.24242  1.8 
-1.30303  1.24541  1.8 
-1.27035  1.30303  1.8 
-1.24242  1.34293  1.8 
-1.22751  1.36364  1.8 
-1.18182  1.41781  1.8 
-1.1761  1.42424  1.8 
-1.12121  1.47922  1.8
